first_name,last_name,email,phone,employee_code,job_title,hire_date,salary,currency,country_code,department_code,active
Enoch,Schamberger,enoch.schamberger.204@example.com,494-215-2471,EMP-10204,Senior Developer,2017-08-18,100030,GBP,UK,LEG,true
Reid,Jenkins,reid.jenkins.205@example.com,(729) 023-6866,EMP-10205,Software Engineer,2022-06-13,144652,EUR,FR,OPS,true
Loren,Sauer,loren.sauer.206@example.com,543 550 4915,EMP-10206,Sales Representative,2017-12-01,119185,GBP,UK,SAL,true
Yuette,Cummerata,yuette.cummerata.207@example.com,924-420-4470,EMP-10207,Legal Counsel,2021-11-18,50750,JPY,JP,IT,true
Valentine,Kris,valentine.kris.208@example.com,783 422 4309,EMP-10208,Sales Representative,2018-01-28,197274,INR,IN,ENG,true
Sunday,McKenzie,sunday.mckenzie.209@example.com,(238) 398-8536,EMP-10209,HR Specialist,2023-02-24,150329,INR,IN,ENG,false
Tawanna,Hauck,tawanna.hauck.210@example.com,480-922-0984,EMP-10210,DevOps Engineer,2022-11-15,114105,GBP,UK,ENG,true
Cyrstal,Lesch,cyrstal.lesch.211@example.com,899-077-4289,EMP-10211,HR Specialist,2024-05-13,135502,INR,IN,LEG,true
Vernita,Ruecker,vernita.ruecker.212@example.com,492.742.0245,EMP-10212,System Administrator,2017-07-07,198417,AUD,AU,SAL,true
Ezequiel,Wiegand,ezequiel.wiegand.213@example.com,(741) 115-7519,EMP-10213,Senior Developer,2021-02-01,186590,EUR,FR,ENG,true
Renata,Wyman,renata.wyman.214@example.com,915-933-4373,EMP-10214,System Administrator,2022-09-01,139915,CAD,CA,MKT,true
Shanna,Bernier,shanna.bernier.215@example.com,489.164.2686,EMP-10215,Senior Developer,2023-04-15,68247,AUD,AU,OPS,true
Ken,Rath,ken.rath.216@example.com,(870) 266-5504,EMP-10216,Data Analyst,2018-07-29,73515,CAD,CA,IT,true
Ilse,Collins,ilse.collins.217@example.com,120.696.7121,EMP-10217,Legal Counsel,2022-12-29,132097,USD,US,OPS,true
Andrea,Farrell,andrea.farrell.218@example.com,405-338-0687,EMP-10218,Senior Developer,2023-09-13,59675,JPY,JP,SAL,true
Hyman,Hilpert,hyman.hilpert.219@example.com,381 062 7768,EMP-10219,Sales Representative,2021-06-30,139148,CAD,CA,ENG,true
Rickie,Romaguera,rickie.romaguera.220@example.com,349-379-2981,EMP-10220,DevOps Engineer,2025-10-25,179442,EUR,FR,ENG,true
Marcelo,Greenholt,marcelo.greenholt.221@example.com,833-258-5153,EMP-10221,Data Analyst,2020-11-07,193557,GBP,UK,HR,true
Heath,King,heath.king.222@example.com,344 719 1365,EMP-10222,Marketing Coordinator,2022-11-02,56334,AUD,AU,SAL,true
Tresa,Kilback,tresa.kilback.223@example.com,628 770 0210,EMP-10223,HR Specialist,2019-06-21,112481,INR,IN,IT,true
Matthew,Mitchell,matthew.mitchell.224@example.com,365-218-8897,EMP-10224,Legal Counsel,2019-08-13,135882,USD,US,OPS,true
Brooks,Mitchell,brooks.mitchell.225@example.com,971.673.5773,EMP-10225,Marketing Coordinator,2023-02-22,169845,EUR,FR,HR,true
Seth,Hand,seth.hand.226@example.com,326.391.2344,EMP-10226,DevOps Engineer,2017-08-04,43624,AUD,AU,HR,true
Anibal,Kutch,anibal.kutch.227@example.com,943 940 7585,EMP-10227,Data Analyst,2025-01-17,178271,EUR,DE,LEG,false
Lelia,Ebert,lelia.ebert.228@example.com,455 521 2776,EMP-10228,Product Manager,2022-11-14,183156,EUR,FR,ENG,true
Leif,Anderson,leif.anderson.229@example.com,304-202-1141,EMP-10229,System Administrator,2025-08-18,160171,CAD,CA,FIN,true
Noble,Dicki,noble.dicki.230@example.com,161-615-9408,EMP-10230,Software Engineer,2019-03-06,146495,AUD,AU,MKT,true
Janice,Rippin,janice.rippin.231@example.com,930 675 3062,EMP-10231,HR Specialist,2019-10-20,55601,EUR,FR,MKT,true
Reuben,Shields,reuben.shields.232@example.com,900 435 2222,EMP-10232,Marketing Coordinator,2017-01-29,64747,GBP,UK,LEG,false
Ali,Davis,ali.davis.233@example.com,779-042-0295,EMP-10233,Senior Developer,2021-09-23,131428,EUR,DE,HR,true
Sheri,Brakus,sheri.brakus.234@example.com,227.810.0596,EMP-10234,Senior Developer,2017-04-02,159055,EUR,FR,FIN,true
Brent,Kiehn,brent.kiehn.235@example.com,122 912 0473,EMP-10235,Data Analyst,2021-04-19,187631,GBP,UK,LEG,true
Tamesha,Becker,tamesha.becker.236@example.com,565.504.9268,EMP-10236,Senior Developer,2018-04-21,115466,USD,US,ENG,true
Garth,Reinger,garth.reinger.237@example.com,653 733 4485,EMP-10237,HR Specialist,2016-08-04,176514,EUR,DE,FIN,true
Heriberto,Rodriguez,heriberto.rodriguez.238@example.com,624.677.5557,EMP-10238,Legal Counsel,2022-06-09,160412,USD,US,OPS,true
Gonzalo,Klocko,gonzalo.klocko.239@example.com,228.027.3311,EMP-10239,Sales Representative,2019-02-26,55420,EUR,DE,LEG,true
Joshua,Robel,joshua.robel.240@example.com,781 261 3996,EMP-10240,Product Manager,2024-11-30,137218,USD,US,IT,true
Alane,Senger,alane.senger.241@example.com,(666) 063-5964,EMP-10241,Sales Representative,2019-05-31,68201,EUR,FR,OPS,true
Matthew,Reinger,matthew.reinger.242@example.com,285.295.9130,EMP-10242,Legal Counsel,2019-11-26,83272,JPY,JP,SAL,true
Adolph,Haag,adolph.haag.243@example.com,(895) 010-9318,EMP-10243,Legal Counsel,2021-05-16,169597,EUR,DE,FIN,true
Avril,Brown,avril.brown.244@example.com,379.871.5594,EMP-10244,Data Analyst,2017-04-28,65257,JPY,JP,HR,true
Christopher,Barrows,christopher.barrows.245@example.com,867.194.6472,EMP-10245,Legal Counsel,2023-06-24,89677,EUR,FR,MKT,true
Antonio,Rath,antonio.rath.246@example.com,(413) 132-7451,EMP-10246,System Administrator,2022-03-27,177458,INR,IN,LEG,true
Kelvin,Medhurst,kelvin.medhurst.247@example.com,(922) 811-3084,EMP-10247,Data Analyst,2026-04-23,87491,INR,IN,LEG,true
Claud,Medhurst,claud.medhurst.248@example.com,176-225-6046,EMP-10248,Senior Developer,2023-04-25,140758,GBP,UK,ENG,true
Hayden,Champlin,hayden.champlin.249@example.com,245-955-2126,EMP-10249,Sales Representative,2025-05-20,96406,AUD,AU,OPS,true
Merle,West,merle.west.250@example.com,(789) 197-8927,EMP-10250,HR Specialist,2019-07-03,136888,JPY,JP,ENG,true
Ludie,Boehm,ludie.boehm.251@example.com,627-037-0302,EMP-10251,Sales Representative,2024-10-15,40419,GBP,UK,LEG,false
Reed,Wunsch,reed.wunsch.252@example.com,(491) 993-2261,EMP-10252,HR Specialist,2019-10-12,66054,EUR,FR,HR,true
Lynwood,Bernier,lynwood.bernier.253@example.com,(927) 749-3895,EMP-10253,Marketing Coordinator,2025-04-28,134668,USD,US,IT,true
Coleen,Ritchie,coleen.ritchie.254@example.com,278 748 5534,EMP-10254,DevOps Engineer,2019-03-10,60878,USD,US,OPS,true
Hettie,McLaughlin,hettie.mclaughlin.255@example.com,170-766-5519,EMP-10255,Legal Counsel,2019-02-01,183247,AUD,AU,HR,true
Larry,Heller,larry.heller.256@example.com,293-608-5940,EMP-10256,Data Analyst,2017-11-09,131188,EUR,DE,ENG,true
Luana,Douglas,luana.douglas.257@example.com,(852) 322-3016,EMP-10257,Legal Counsel,2023-02-01,150667,INR,IN,HR,true
Fabian,Brakus,fabian.brakus.258@example.com,696 434 3204,EMP-10258,Sales Representative,2022-05-02,88607,AUD,AU,FIN,true
Colin,Kohler,colin.kohler.259@example.com,666-778-4577,EMP-10259,Data Analyst,2021-08-17,109308,EUR,DE,OPS,true
Divina,Berge,divina.berge.260@example.com,710.472.5304,EMP-10260,Marketing Coordinator,2020-08-28,187848,AUD,AU,FIN,true
Leonila,Hickle,leonila.hickle.261@example.com,606-186-9741,EMP-10261,Software Engineer,2026-03-19,75147,GBP,UK,SAL,true
Tommye,Blanda,tommye.blanda.262@example.com,(959) 726-1804,EMP-10262,Data Analyst,2019-12-13,97763,JPY,JP,ENG,true
Sid,Lynch,sid.lynch.263@example.com,(998) 244-2298,EMP-10263,Marketing Coordinator,2016-10-03,171881,EUR,FR,SAL,true
Jamison,Schaefer,jamison.schaefer.264@example.com,433-977-7814,EMP-10264,Marketing Coordinator,2025-01-27,68193,AUD,AU,OPS,true
Jay,Bruen,jay.bruen.265@example.com,669.943.4790,EMP-10265,Legal Counsel,2025-10-17,150606,JPY,JP,LEG,true
Maragaret,Zboncak,maragaret.zboncak.266@example.com,(181) 971-9389,EMP-10266,Senior Developer,2019-07-28,160973,GBP,UK,SAL,true
Erin,Collins,erin.collins.267@example.com,648.728.5662,EMP-10267,Data Analyst,2018-12-22,87540,JPY,JP,LEG,true
Jarod,Green,jarod.green.268@example.com,614.658.5253,EMP-10268,Sales Representative,2023-11-26,121604,USD,US,LEG,true
Terri,Corwin,terri.corwin.269@example.com,856.116.5265,EMP-10269,Product Manager,2024-07-06,171199,EUR,DE,MKT,true
Eliana,Bergstrom,eliana.bergstrom.270@example.com,446.270.0702,EMP-10270,DevOps Engineer,2024-07-16,175688,EUR,FR,SAL,true
Jeffery,Kessler,jeffery.kessler.271@example.com,733.520.7054,EMP-10271,DevOps Engineer,2019-03-04,174771,USD,US,HR,false
Desmond,Dooley,desmond.dooley.272@example.com,346.346.2935,EMP-10272,Sales Representative,2025-06-23,153154,CAD,CA,FIN,true
Christopher,Von,christopher.von.273@example.com,926 510 4698,EMP-10273,Senior Developer,2018-08-10,149985,GBP,UK,IT,true
Lianne,Lang,lianne.lang.274@example.com,312.077.9491,EMP-10274,Data Analyst,2024-01-09,44823,CAD,CA,OPS,true
Florentino,Carter,florentino.carter.275@example.com,162.727.1422,EMP-10275,HR Specialist,2022-12-05,190217,EUR,FR,ENG,true
Irish,Kilback,irish.kilback.276@example.com,877 838 3262,EMP-10276,Legal Counsel,2017-04-14,136347,EUR,DE,HR,true
Arla,Hilll,arla.hilll.277@example.com,580 752 6080,EMP-10277,Sales Representative,2018-06-25,80749,EUR,FR,IT,true
Shasta,Stoltenberg,shasta.stoltenberg.278@example.com,(340) 378-3467,EMP-10278,Sales Representative,2021-11-14,172286,GBP,UK,HR,true
Warner,Stamm,warner.stamm.279@example.com,822 141 9365,EMP-10279,Product Manager,2023-11-28,140065,AUD,AU,MKT,true
Dean,Hand,dean.hand.280@example.com,522.727.2264,EMP-10280,Legal Counsel,2021-07-20,53456,EUR,DE,HR,true
Rosario,Blick,rosario.blick.281@example.com,(134) 319-0651,EMP-10281,Marketing Coordinator,2016-07-03,128655,EUR,FR,SAL,true
Christi,Effertz,christi.effertz.282@example.com,665.668.4433,EMP-10282,Product Manager,2020-12-01,85700,INR,IN,FIN,true
Archie,Smitham,archie.smitham.283@example.com,560-965-5135,EMP-10283,Product Manager,2021-01-20,97340,CAD,CA,MKT,false
Adam,Kling,adam.kling.284@example.com,251-154-1165,EMP-10284,DevOps Engineer,2021-04-12,137382,EUR,FR,ENG,true
Celinda,Brekke,celinda.brekke.285@example.com,898-879-4070,EMP-10285,Senior Developer,2019-08-07,126921,AUD,AU,LEG,true
Queen,Metz,queen.metz.286@example.com,(544) 264-1663,EMP-10286,Product Manager,2017-03-23,106334,INR,IN,LEG,true
Burton,Willms,burton.willms.287@example.com,548-260-6160,EMP-10287,System Administrator,2022-12-04,127745,CAD,CA,FIN,true
Caridad,Christiansen,caridad.christiansen.288@example.com,(479) 222-2147,EMP-10288,HR Specialist,2017-05-13,166103,GBP,UK,ENG,true
Regina,Rohan,regina.rohan.289@example.com,996.536.8771,EMP-10289,Product Manager,2016-10-07,126599,EUR,FR,LEG,true
Santana,Walker,santana.walker.290@example.com,624-626-0601,EMP-10290,Senior Developer,2023-11-06,43931,EUR,DE,ENG,true
Tobias,Rogahn,tobias.rogahn.291@example.com,880.844.6308,EMP-10291,Legal Counsel,2020-12-08,100078,EUR,FR,MKT,true
Silas,Lindgren,silas.lindgren.292@example.com,635 468 5145,EMP-10292,System Administrator,2025-09-24,151747,USD,US,SAL,true
Dusti,Ernser,dusti.ernser.293@example.com,989.834.7372,EMP-10293,DevOps Engineer,2023-07-03,50643,USD,US,LEG,true
Patria,Hodkiewicz,patria.hodkiewicz.294@example.com,929 703 1190,EMP-10294,Data Analyst,2022-02-15,183403,CAD,CA,ENG,true
Ami,Auer,ami.auer.295@example.com,551.262.9635,EMP-10295,DevOps Engineer,2018-12-16,183701,AUD,AU,HR,true
Jen,Kohler,jen.kohler.296@example.com,(846) 894-7531,EMP-10296,Data Analyst,2023-02-26,116377,JPY,JP,ENG,true
Benedict,Heathcote,benedict.heathcote.297@example.com,407-521-8132,EMP-10297,Marketing Coordinator,2019-06-30,108059,USD,US,IT,true
Garfield,Sipes,garfield.sipes.298@example.com,498-254-9995,EMP-10298,Marketing Coordinator,2024-03-30,194157,USD,US,ENG,true
Richie,Goyette,richie.goyette.299@example.com,659-429-9129,EMP-10299,Product Manager,2021-12-09,199104,AUD,AU,ENG,true
Clay,Bogisich,clay.bogisich.300@example.com,844-741-2306,EMP-10300,Product Manager,2020-05-25,114879,INR,IN,MKT,true
Angelo,Lakin,angelo.lakin.301@example.com,(743) 326-4332,EMP-10301,Marketing Coordinator,2021-08-15,40892,GBP,UK,FIN,true
Temika,Lesch,temika.lesch.302@example.com,(249) 526-4941,EMP-10302,Product Manager,2018-10-21,160097,JPY,JP,FIN,true
Jordon,DuBuque,jordon.dubuque.303@example.com,402 731 4726,EMP-10303,DevOps Engineer,2024-06-24,98391,USD,US,HR,true
Latasha,Yost,latasha.yost.304@example.com,205 399 1825,EMP-10304,Product Manager,2018-09-05,93878,EUR,FR,OPS,false
Milda,Christiansen,milda.christiansen.305@example.com,955.283.3224,EMP-10305,Legal Counsel,2024-03-15,162788,JPY,JP,HR,true
Angelina,Turcotte,angelina.turcotte.306@example.com,831 643 4485,EMP-10306,Sales Representative,2017-10-04,44893,EUR,FR,ENG,true
Tu,Hayes,tu.hayes.307@example.com,(328) 999-2993,EMP-10307,Senior Developer,2024-06-18,135953,CAD,CA,OPS,true
Collene,Price,collene.price.308@example.com,514-229-0850,EMP-10308,Marketing Coordinator,2025-11-17,70974,JPY,JP,SAL,true
Rudolf,Schneider,rudolf.schneider.309@example.com,133 685 8142,EMP-10309,Product Manager,2023-09-21,41511,USD,US,HR,true
Assunta,Zieme,assunta.zieme.310@example.com,(948) 683-6248,EMP-10310,Software Engineer,2023-05-08,190311,AUD,AU,IT,true
Silas,Bartoletti,silas.bartoletti.311@example.com,680.743.2897,EMP-10311,Software Engineer,2025-08-22,164685,EUR,DE,ENG,true
Marcelino,Borer,marcelino.borer.312@example.com,(845) 057-7217,EMP-10312,Sales Representative,2019-12-11,64925,CAD,CA,IT,true
Hattie,O'Kon,hattie.o'kon.313@example.com,(229) 684-3618,EMP-10313,Legal Counsel,2024-07-04,65981,EUR,FR,IT,true
Robin,Cummerata,robin.cummerata.314@example.com,576 392 7060,EMP-10314,Legal Counsel,2025-03-29,65151,USD,US,OPS,true
Detra,Hermiston,detra.hermiston.315@example.com,444 869 4532,EMP-10315,Senior Developer,2017-03-22,170753,AUD,AU,IT,true
Dion,Wintheiser,dion.wintheiser.316@example.com,(107) 443-5577,EMP-10316,Data Analyst,2022-06-16,153148,USD,US,IT,true
Cathern,Paucek,cathern.paucek.317@example.com,788.339.5188,EMP-10317,Data Analyst,2024-01-26,123463,CAD,CA,MKT,true
Homer,Paucek,homer.paucek.318@example.com,269-622-0886,EMP-10318,Marketing Coordinator,2021-06-17,40455,INR,IN,LEG,true
Angelo,Romaguera,angelo.romaguera.319@example.com,934 885 5355,EMP-10319,Software Engineer,2024-03-26,128075,USD,US,MKT,true
Marchelle,Simonis,marchelle.simonis.320@example.com,149 229 0865,EMP-10320,Senior Developer,2019-03-04,128696,USD,US,ENG,true
Gavin,Spencer,gavin.spencer.321@example.com,(125) 897-0371,EMP-10321,Software Engineer,2017-06-25,166772,EUR,DE,IT,true
Dick,Konopelski,dick.konopelski.322@example.com,457-604-8249,EMP-10322,HR Specialist,2023-06-14,71363,EUR,FR,OPS,true
Wendell,Schinner,wendell.schinner.323@example.com,(213) 556-1451,EMP-10323,Data Analyst,2016-11-25,112987,GBP,UK,HR,true
Alesha,Harvey,alesha.harvey.324@example.com,949.015.0471,EMP-10324,Sales Representative,2018-08-02,60795,GBP,UK,SAL,true
Jimmie,Halvorson,jimmie.halvorson.325@example.com,(162) 059-5893,EMP-10325,Product Manager,2024-03-28,154553,AUD,AU,FIN,true
Tom,Stiedemann,tom.stiedemann.326@example.com,(410) 825-7325,EMP-10326,Senior Developer,2025-07-29,139049,EUR,FR,HR,true
Refugia,Wunsch,refugia.wunsch.327@example.com,(914) 703-9093,EMP-10327,Sales Representative,2017-11-28,122193,CAD,CA,SAL,true
Jutta,Brown,jutta.brown.328@example.com,108-696-8472,EMP-10328,Senior Developer,2022-08-22,157920,CAD,CA,HR,true
Latarsha,Armstrong,latarsha.armstrong.329@example.com,(190) 388-5798,EMP-10329,Legal Counsel,2020-05-01,170849,JPY,JP,IT,true
Chester,Lynch,chester.lynch.330@example.com,(393) 762-8669,EMP-10330,DevOps Engineer,2020-11-22,173481,INR,IN,IT,true
Verlie,Abshire,verlie.abshire.331@example.com,424 693 3395,EMP-10331,Data Analyst,2024-12-07,116774,CAD,CA,ENG,true
Keiko,Lindgren,keiko.lindgren.332@example.com,(301) 070-3000,EMP-10332,Product Manager,2019-08-11,75256,GBP,UK,SAL,true
Andrea,Kozey,andrea.kozey.333@example.com,(267) 058-1281,EMP-10333,DevOps Engineer,2019-04-21,138858,USD,US,IT,true
Wilber,Hirthe,wilber.hirthe.334@example.com,661 357 7133,EMP-10334,Product Manager,2019-07-26,68709,INR,IN,ENG,true
Grant,Okuneva,grant.okuneva.335@example.com,155-885-3305,EMP-10335,Marketing Coordinator,2016-09-24,193091,EUR,DE,LEG,true
Adam,Bergnaum,adam.bergnaum.336@example.com,478-383-7479,EMP-10336,Software Engineer,2018-07-02,77657,JPY,JP,LEG,true
John,Toy,john.toy.337@example.com,528 447 2270,EMP-10337,Legal Counsel,2017-10-04,177949,EUR,DE,SAL,true
Florencia,Pagac,florencia.pagac.338@example.com,738-350-5128,EMP-10338,Data Analyst,2020-09-21,111936,EUR,FR,OPS,true
Ambrose,Bayer,ambrose.bayer.339@example.com,918.253.8913,EMP-10339,Senior Developer,2016-09-17,171103,JPY,JP,LEG,true
Ginny,Batz,ginny.batz.340@example.com,592.791.0424,EMP-10340,Senior Developer,2025-07-20,157540,USD,US,IT,true
Virgil,Pfannerstill,virgil.pfannerstill.341@example.com,832.409.4282,EMP-10341,DevOps Engineer,2016-12-15,150014,GBP,UK,OPS,true
Keitha,Cartwright,keitha.cartwright.342@example.com,144.466.1652,EMP-10342,Product Manager,2016-10-16,51894,CAD,CA,MKT,true
Alphonse,McLaughlin,alphonse.mclaughlin.343@example.com,974-134-4046,EMP-10343,System Administrator,2016-06-09,68030,INR,IN,IT,false
Colin,Krajcik,colin.krajcik.344@example.com,(430) 543-8638,EMP-10344,Software Engineer,2016-06-12,120759,EUR,DE,MKT,true
Edelmira,Kuhic,edelmira.kuhic.345@example.com,527.795.0955,EMP-10345,HR Specialist,2026-04-21,114144,EUR,DE,OPS,true
Lawrence,Sawayn,lawrence.sawayn.346@example.com,369-937-7419,EMP-10346,Sales Representative,2024-10-18,194121,EUR,DE,MKT,true
Hilma,Rosenbaum,hilma.rosenbaum.347@example.com,502-147-1055,EMP-10347,Product Manager,2025-12-31,57072,EUR,DE,FIN,true
Marcela,Stehr,marcela.stehr.348@example.com,708-461-9196,EMP-10348,Marketing Coordinator,2016-10-02,98443,INR,IN,MKT,true
Naomi,Mosciski,naomi.mosciski.349@example.com,(644) 274-3436,EMP-10349,System Administrator,2018-12-16,98585,USD,US,LEG,true
Wilber,Rohan,wilber.rohan.350@example.com,(238) 377-1574,EMP-10350,System Administrator,2020-03-29,181439,EUR,DE,LEG,true
Ilene,Harber,ilene.harber.351@example.com,307 091 3692,EMP-10351,DevOps Engineer,2022-12-11,40842,EUR,FR,MKT,true
Nakesha,Bernhard,nakesha.bernhard.352@example.com,589.940.6484,EMP-10352,HR Specialist,2019-06-17,56491,JPY,JP,HR,true
Adelina,Turner,adelina.turner.353@example.com,436-975-0938,EMP-10353,System Administrator,2023-08-24,82073,INR,IN,ENG,true
Lenard,Koepp,lenard.koepp.354@example.com,517-237-9332,EMP-10354,Legal Counsel,2024-04-06,172166,GBP,UK,IT,true
Rashida,Wilderman,rashida.wilderman.355@example.com,350.436.9053,EMP-10355,DevOps Engineer,2025-05-07,137898,JPY,JP,LEG,true
Kenneth,Reichel,kenneth.reichel.356@example.com,502 025 1788,EMP-10356,Marketing Coordinator,2025-04-23,52105,GBP,UK,OPS,false
Blanche,Littel,blanche.littel.357@example.com,717.836.2219,EMP-10357,Product Manager,2017-09-12,78596,GBP,UK,FIN,true
Sherlyn,Schimmel,sherlyn.schimmel.358@example.com,795 282 4930,EMP-10358,Legal Counsel,2025-01-24,128829,EUR,FR,OPS,true
Ira,Crona,ira.crona.359@example.com,(246) 701-4268,EMP-10359,Senior Developer,2023-04-01,189084,JPY,JP,FIN,true
Jerlene,Bednar,jerlene.bednar.360@example.com,712.017.1331,EMP-10360,Marketing Coordinator,2023-07-09,63054,EUR,DE,MKT,true
Roxanna,Goyette,roxanna.goyette.361@example.com,577 518 2388,EMP-10361,DevOps Engineer,2017-02-05,111043,USD,US,MKT,true
Chase,Heathcote,chase.heathcote.362@example.com,619.758.7534,EMP-10362,Software Engineer,2023-11-15,148834,EUR,FR,IT,true
Perry,Will,perry.will.363@example.com,775 064 6606,EMP-10363,Senior Developer,2024-09-15,182619,EUR,DE,ENG,true
Damien,Koepp,damien.koepp.364@example.com,936 815 3777,EMP-10364,HR Specialist,2024-06-08,74929,CAD,CA,LEG,true
Mana,DuBuque,mana.dubuque.365@example.com,899 107 4451,EMP-10365,HR Specialist,2024-03-05,131941,JPY,JP,IT,true
Stefan,Heidenreich,stefan.heidenreich.366@example.com,508.319.2344,EMP-10366,Legal Counsel,2021-08-05,80096,GBP,UK,OPS,true
Stacy,Sanford,stacy.sanford.367@example.com,848 975 9057,EMP-10367,DevOps Engineer,2021-06-13,155287,JPY,JP,LEG,true
Brigid,Stroman,brigid.stroman.368@example.com,363-184-3480,EMP-10368,Data Analyst,2020-06-07,72492,AUD,AU,HR,true
Kirby,Hirthe,kirby.hirthe.369@example.com,(745) 938-0308,EMP-10369,Sales Representative,2024-08-21,153756,CAD,CA,FIN,true
Kevin,Koelpin,kevin.koelpin.370@example.com,(839) 119-9088,EMP-10370,Legal Counsel,2017-04-16,122324,INR,IN,ENG,true
Marquitta,Beahan,marquitta.beahan.371@example.com,930.140.9573,EMP-10371,Marketing Coordinator,2017-01-10,196420,AUD,AU,IT,true
Emmitt,Zboncak,emmitt.zboncak.372@example.com,(705) 233-1532,EMP-10372,HR Specialist,2020-07-23,140072,CAD,CA,ENG,true
Xavier,Botsford,xavier.botsford.373@example.com,870 609 0478,EMP-10373,DevOps Engineer,2019-01-19,87962,CAD,CA,LEG,true
Jorge,Carroll,jorge.carroll.374@example.com,278-567-5155,EMP-10374,Senior Developer,2021-04-09,192470,EUR,DE,HR,true
Tera,Hartmann,tera.hartmann.375@example.com,376 969 9197,EMP-10375,Marketing Coordinator,2023-05-26,87063,JPY,JP,FIN,true
Cortez,Ankunding,cortez.ankunding.376@example.com,128 790 8548,EMP-10376,HR Specialist,2018-06-27,178743,INR,IN,HR,true
Lorenzo,Prohaska,lorenzo.prohaska.377@example.com,287 852 5631,EMP-10377,DevOps Engineer,2021-02-07,99743,USD,US,HR,true
Raina,Hagenes,raina.hagenes.378@example.com,700 111 8780,EMP-10378,HR Specialist,2020-09-26,112661,AUD,AU,IT,true
